strain,Mash_cluster,Source
GCA_949554115.1_8_P1_5_genomic.fasta,9322,Animal
GCA_900085665.1_12045_7_52_genomic.fasta,5650,Human
GCA_040785955.1_ASM4078595v1_genomic.fasta,3950,Human
GCA_034864605.1_ASM3486460v1_genomic.fasta,2916,Animal
GCA_021979275.1_PDT001011234.1_genomic.fasta,833,Human
GCA_023982515.1_PDT001347477.1_genomic.fasta,829,Animal
GCA_022183865.1_PDT000723827.1_genomic.fasta,1363,Environment
GCA_035829455.1_ASM3582945v1_genomic.fasta,6791,Animal
GCA_021880095.1_PDT001196541.1_genomic.fasta,1061,Food
GCA_021976255.1_PDT001011488.1_genomic.fasta,460,Human
GCA_028891105.1_ASM2889110v1_genomic.fasta,4049,Animal
GCA_916173095.1_BCWGS151_genomic.fasta,204,Human
GCA_034865085.1_ASM3486508v1_genomic.fasta,476,Animal
GCA_019428315.1_ASM1942831v1_genomic.fasta,8289,Animal
GCA_035829215.1_ASM3582921v1_genomic.fasta,309,Animal
GCA_022201385.1_PDT000706631.1_genomic.fasta,779,Human
GCA_022028355.1_PDT000924929.1_genomic.fasta,83,Human
GCA_021922725.1_PDT001092042.1_genomic.fasta,1809,Human
GCA_025259835.1_ASM2525983v1_genomic.fasta,7965,Animal
GCA_025668085.1_PDT001450718.1_genomic.fasta,4799,Animal
GCA_021974915.1_PDT001011586.1_genomic.fasta,6074,Human
GCA_030128505.1_ASM3012850v1_genomic.fasta,5663,Environment
GCA_030128065.1_ASM3012806v1_genomic.fasta,507,Environment
GCA_900501305.1_18623_1_3_genomic.fasta,8265,Human
GCA_947390135.1_17-8104594_assembly_genomic.fasta,5554,Human
GCA_022198805.1_PDT000708379.1_genomic.fasta,3186,Environment
GCA_021978195.1_PDT001011321.1_genomic.fasta,93,Human
GCA_956453085.1_28_P2_17_genomic.fasta,7328,Animal
GCA_023275795.1_ASM2327579v1_genomic.fasta,1715,Human
GCA_018271645.1_ASM1827164v1_genomic.fasta,4088,Animal
GCA_030552295.1_ASM3055229v1_genomic.fasta,8231,Human
GCA_900516645.1_18174_8_160_genomic.fasta,4302,Human
GCA_021921845.1_PDT001092078.1_genomic.fasta,5870,Human
GCA_022012095.1_PDT001110137.1_genomic.fasta,6682,Environment
GCA_022170625.1_PDT000798775.1_genomic.fasta,6069,Animal
GCA_019678135.1_ASM1967813v1_genomic.fasta,9173,Animal
GCA_900084625.1_11983_8_88_genomic.fasta,4817,Human
GCA_900507215.1_19506_1_99_genomic.fasta,894,Human
GCA_023274615.1_ASM2327461v1_genomic.fasta,7038,Human
GCA_022127625.1_PDT001244312.1_genomic.fasta,5033,Human
GCA_021836845.1_PDT001216536.1_genomic.fasta,6132,Human
GCA_018443275.2_ASM1844327v2_genomic.fasta,3544,Human
GCA_901420815.1_39641_D01_genomic.fasta,6479,Human
GCA_022190965.1_PDT000715345.1_genomic.fasta,2435,Human
GCA_017595855.1_ASM1759585v1_genomic.fasta,2366,Animal
GCA_022184765.1_PDT000716800.1_genomic.fasta,7882,Animal
GCA_032072105.1_PDT001905027.1_genomic.fasta,1905,Human
GCA_026271075.1_PDT001490783.1_genomic.fasta,6905,Human
GCA_021928675.1_PDT001091695.1_genomic.fasta,909,Human
GCA_034865105.1_ASM3486510v1_genomic.fasta,878,Animal
GCA_013724605.1_ASM1372460v1_genomic.fasta,360,Environment
GCA_032068245.1_PDT001905106.1_genomic.fasta,8877,Human
GCA_034864545.1_ASM3486454v1_genomic.fasta,8694,Animal
GCA_013134625.1_ASM1313462v1_genomic.fasta,8218,Human
GCA_022788905.1_ASM2278890v1_genomic.fasta,6834,Environment
GCA_009710425.1_ASM971042v1_genomic.fasta,7996,Environment
GCA_036542525.1_ASM3654252v1_genomic.fasta,5466,Human
GCA_022183465.1_PDT000723931.1_genomic.fasta,5891,Environment
GCA_016136475.1_ASM1613647v1_genomic.fasta,3864,Human
GCA_900505255.1_19084_4_136_genomic.fasta,6259,Human
GCA_032072865.1_PDT001905006.1_genomic.fasta,1207,Human
GCA_916163885.1_004182_INSP170_genomic.fasta,3226,Human
GCA_032132535.1_PDT001903248.1_genomic.fasta,1237,Human
GCA_028560715.1_PDT001610708.1_genomic.fasta,8028,Human
GCA_022203265.1_PDT000674680.1_genomic.fasta,8433,Environment
GCA_956477635.1_GR18003-BL-KP-190604_contigs_filtered.fa.gz_genomic.fasta,7627,Human
GCA_025043955.1_PDT001385187.1_genomic.fasta,2269,Animal
GCA_036951725.1_ASM3695172v1_genomic.fasta,5847,Animal
GCA_032134835.1_PDT001903130.1_genomic.fasta,56,Human
GCA_018444925.1_ASM1844492v1_genomic.fasta,5720,Human
GCA_030128365.1_ASM3012836v1_genomic.fasta,505,Environment
GCA_025026715.1_ASM2502671v1_genomic.fasta,831,Animal
GCA_956474805.1_GR11017-BL-KP-190611_contigs_filtered.fa.gz_genomic.fasta,4355,Human
GCA_034864825.1_ASM3486482v1_genomic.fasta,5269,Animal
GCA_022530525.1_PDT001259858.1_genomic.fasta,5021,Environment
GCA_900516105.1_18174_7_81_genomic.fasta,2910,Human
GCA_910574035.1_MGBC000019_genomic.fasta,5783,Animal
GCA_021877655.1_PDT001197550.1_genomic.fasta,4183,Human
GCA_956480695.1_SE45108-UR-KP-191204_contigs_filtered.fa.gz_genomic.fasta,7830,Human
GCA_035064165.1_ASM3506416v1_genomic.fasta,2414,Environment
GCA_021823955.1_PDT001220420.1_genomic.fasta,235,Animal
GCA_022201905.1_PDT000685617.1_genomic.fasta,591,Environment
GCA_021803285.1_PDT001227364.1_genomic.fasta,3438,Human
GCA_021922525.1_PDT001092051.1_genomic.fasta,864,Human
GCA_900559895.1_9221_7_94_genomic.fasta,6153,Human
GCA_022109655.1_PDT001244096.1_genomic.fasta,2815,Human
GCA_021901595.1_PDT001166793.1_genomic.fasta,8080,Human
GCA_021928475.1_PDT001091701.1_genomic.fasta,3130,Human
GCA_900607495.1_kpneu007_genomic.fasta,5303,Human
GCA_902705145.1_Kpngiani7132535_genomic.fasta,4162,Human
GCA_015646025.1_ASM1564602v1_genomic.fasta,2959,Human
GCA_900503055.1_18858_1_133_genomic.fasta,3901,Human
GCA_956465515.1_24_P2_26_genomic.fasta,8655,Animal
GCA_030912945.1_ASM3091294v1_genomic.fasta,2883,Human
GCA_902704965.1_Kpngiani7132516_genomic.fasta,4023,Human
GCA_025877605.1_PDT001467964.1_genomic.fasta,4230,Human
GCA_037727965.1_ASM3772796v1_genomic.fasta,1221,Human
GCA_033898745.1_ASM3389874v1_genomic.fasta,3524,Human
GCA_022341615.1_ASM2234161v1_genomic.fasta,6349,Human
GCA_022788805.1_ASM2278880v1_genomic.fasta,5186,Environment
GCA_034865645.1_ASM3486564v1_genomic.fasta,9172,Animal
GCA_021924745.1_PDT001091942.1_genomic.fasta,3585,Human
GCA_034865425.1_ASM3486542v1_genomic.fasta,762,Animal
GCA_032067985.1_PDT001905114.1_genomic.fasta,3534,Human
GCA_022170705.1_PDT000798771.1_genomic.fasta,2640,Animal
GCA_022202085.1_PDT000685533.1_genomic.fasta,364,Environment
GCA_021135995.1_ASM2113599v1_genomic.fasta,361,Human
GCA_021867035.1_PDT001207263.1_genomic.fasta,8406,Animal
GCA_022331785.1_PDT000537928.1_genomic.fasta,7109,Human
GCA_900084835.1_12045_6_26_genomic.fasta,4950,Human
GCA_956465625.1_30_P2_7_genomic.fasta,4790,Animal
GCA_036553315.1_ASM3655331v1_genomic.fasta,6115,Human
GCA_022535195.1_PDT001259365.1_genomic.fasta,5013,Environment
GCA_022159105.1_PDT001243663.1_genomic.fasta,6001,Human
GCA_021440485.1_ASM2144048v1_genomic.fasta,1435,Animal
GCA_900500685.1_18489_5_46_genomic.fasta,4843,Human
GCA_032137615.1_PDT001902993.1_genomic.fasta,1557,Human
GCA_022183785.1_PDT000723832.1_genomic.fasta,6941,Environment
GCA_032042595.1_PDT001903001.1_genomic.fasta,6852,Human
GCA_900511335.1_17870_5_1_genomic.fasta,9269,Human
GCA_023980565.1_PDT001347430.1_genomic.fasta,5587,Animal
GCA_956471435.1_GR13166-BL-KP-190405_contigs_filtered.fa.gz_genomic.fasta,5380,Human
GCA_900517865.1_18489_5_44_genomic.fasta,1301,Human
GCA_003062765.1_ASM306276v1_genomic.fasta,1954,Environment
GCA_036957525.1_ASM3695752v1_genomic.fasta,1279,Animal
GCA_021856685.1_PDT001209251.1_genomic.fasta,9272,Animal
GCA_900510445.1_17870_2_69_genomic.fasta,515,Human
GCA_006540515.2_ASM654051v2_genomic.fasta,215,Human
GCA_022196805.1_PDT000715000.1_genomic.fasta,7918,Human
GCA_900083665.1_12045_6_21_genomic.fasta,974,Human
GCA_022789845.1_ASM2278984v1_genomic.fasta,451,Environment
GCA_018474035.1_ASM1847403v1_genomic.fasta,116,Human
GCA_021920115.1_PDT001092211.1_genomic.fasta,5553,Human
GCA_022789045.1_ASM2278904v1_genomic.fasta,6690,Environment
GCA_026528775.1_PDT001504937.1_genomic.fasta,6958,Human
GCA_021802885.1_PDT001227554.1_genomic.fasta,5696,Human
GCA_021803685.1_PDT001227323.1_genomic.fasta,1723,Human
GCA_017972365.1_ASM1797236v1_genomic.fasta,7537,Human
GCA_013407715.1_ASM1340771v1_genomic.fasta,7375,Environment
GCA_023013935.1_ASM2301393v1_genomic.fasta,7891,Animal
GCA_022789315.1_ASM2278931v1_genomic.fasta,6759,Environment
GCA_037920605.1_Kpneu28_genomic.fasta,8553,Food
GCA_035829535.1_ASM3582953v1_genomic.fasta,6424,Animal
GCA_964199155.1_Zagreb009_hybrid_assembly.fa.gz_genomic.fasta,4235,Human
GCA_035284245.1_ASM3528424v1_genomic.fasta,2518,Animal
GCA_040011615.1_ASM4001161v1_genomic.fasta,4207,Human
GCA_021928035.1_PDT001091730.1_genomic.fasta,6099,Human
GCA_032134505.1_PDT001903152.1_genomic.fasta,4634,Human
GCA_956465355.1_24_P3_15_genomic.fasta,997,Animal
GCA_034864185.1_ASM3486418v1_genomic.fasta,757,Animal
GCA_022190165.1_PDT000715388.1_genomic.fasta,5204,Human
GCA_021866515.1_PDT001207365.1_genomic.fasta,3426,Animal
GCA_027130655.1_PDT001538055.1_genomic.fasta,7039,Human
GCA_022201885.1_PDT000685594.1_genomic.fasta,9280,Environment
GCA_021878455.1_PDT001196987.1_genomic.fasta,6547,Human
GCA_021858745.1_PDT001208303.1_genomic.fasta,3447,Animal
GCA_022432645.1_PDT001256243.1_genomic.fasta,8014,Human
GCA_021866795.1_PDT001207287.1_genomic.fasta,6108,Animal
GCA_016643135.1_ASM1664313v1_genomic.fasta,2082,Human
GCA_900172565.1_18090_4_63_genomic.fasta,6773,Environment
GCA_022183665.1_PDT000723855.1_genomic.fasta,3208,Animal
GCA_032134915.1_PDT001903119.1_genomic.fasta,4693,Human
GCA_021865815.1_PDT001207400.1_genomic.fasta,9128,Animal
GCA_956480555.1_SP07020-BL-KP-191213_contigs_filtered.fa.gz_genomic.fasta,3847,Human
GCA_028883125.1_ASM2888312v1_genomic.fasta,4175,Animal
GCA_032153435.1_PDT001902917.1_genomic.fasta,8720,Human
GCA_022199305.1_PDT000708307.1_genomic.fasta,6110,Environment
GCA_024493965.1_PDT001373240.1_genomic.fasta,4055,Human
GCA_023062915.1_ASM2306291v1_genomic.fasta,1634,Human
GCA_023529615.1_PDT001313946.1_genomic.fasta,8607,Animal
GCA_021866835.1_PDT001207286.1_genomic.fasta,5872,Animal
GCA_022120865.1_PDT001244793.1_genomic.fasta,4888,Human
GCA_022789215.1_ASM2278921v1_genomic.fasta,9236,Environment
GCA_021856385.1_PDT001209396.1_genomic.fasta,2475,Animal
GCA_022025735.1_PDT000929585.1_genomic.fasta,262,Human
GCA_022201165.1_PDT000706647.1_genomic.fasta,865,Human
GCA_022789445.1_ASM2278944v1_genomic.fasta,5055,Environment
GCA_023274695.1_ASM2327469v1_genomic.fasta,7683,Human
GCA_016138005.1_ASM1613800v1_genomic.fasta,2925,Human
GCA_022204245.1_PDT000674590.1_genomic.fasta,2536,Animal
GCA_032138505.1_PDT001902962.1_genomic.fasta,3364,Human
GCA_956455055.1_30_P2_14_genomic.fasta,7335,Animal
GCA_025026635.1_ASM2502663v1_genomic.fasta,9270,Animal
GCA_956479665.1_IT25057-BL-KP-191210_contigs_filtered.fa.gz_genomic.fasta,7594,Human
GCA_040270675.1_ASM4027067v1_genomic.fasta,6137,Human
GCA_021928935.1_PDT001091675.1_genomic.fasta,6667,Human
GCA_017595735.1_ASM1759573v1_genomic.fasta,7904,Animal
GCA_017596185.1_ASM1759618v1_genomic.fasta,876,Animal
GCA_022198925.1_PDT000708367.1_genomic.fasta,567,Animal
GCA_021880015.1_PDT001196540.1_genomic.fasta,2637,Food
GCA_022519485.1_PDT001259930.1_genomic.fasta,3400,Environment
GCA_022789005.1_ASM2278900v1_genomic.fasta,6680,Environment
GCA_033122525.1_PDT001958219.1_genomic.fasta,1376,Animal
GCA_022201805.1_PDT000685625.1_genomic.fasta,8811,Animal
GCA_916176185.1_BCWGS168_genomic.fasta,8952,Human
GCA_034865025.1_ASM3486502v1_genomic.fasta,3723,Animal
GCA_905335545.2_AI3037v1_cp_genomic.fasta,4507,Human
GCA_022788865.1_ASM2278886v1_genomic.fasta,5183,Environment
GCA_033432755.1_PDT001972741.1_genomic.fasta,5476,Human
GCA_022203805.1_PDT000674623.1_genomic.fasta,5523,Animal
GCA_034865285.1_ASM3486528v1_genomic.fasta,715,Animal
GCA_041061735.1_ASM4106173v1_genomic.fasta,6370,Human
GCA_022017095.1_PDT000948380.1_genomic.fasta,5364,Animal
GCA_013729075.1_ASM1372907v1_genomic.fasta,6985,Environment
GCA_022759985.1_ASM2275998v1_genomic.fasta,6255,Human
GCA_029761795.1_ASM2976179v1_genomic.fasta,7138,Human
GCA_023981255.1_PDT001347398.1_genomic.fasta,6421,Animal
GCA_021973315.1_PDT001012866.1_genomic.fasta,1370,Human
GCA_033122625.1_PDT001958065.1_genomic.fasta,6732,Human
GCA_023979545.1_PDT001347517.1_genomic.fasta,8625,Animal
GCA_039674885.1_ASM3967488v1_genomic.fasta,2926,Human
GCA_022789735.1_ASM2278973v1_genomic.fasta,434,Environment
GCA_034863485.1_ASM3486348v1_genomic.fasta,1045,Animal
GCA_022201445.1_PDT000706619.1_genomic.fasta,6778,Animal
GCA_021858685.1_PDT001208491.1_genomic.fasta,6114,Animal
GCA_017974055.1_ASM1797405v1_genomic.fasta,4139,Human
GCA_949554145.1_7_P2_19_genomic.fasta,2773,Animal
GCA_949554125.1_11_P1_26_genomic.fasta,2771,Animal
GCA_022201205.1_PDT000706644.1_genomic.fasta,8398,Animal
GCA_963854765.1_KP4482023_genomic.fasta,6189,Human
GCA_035008265.1_ASM3500826v1_genomic.fasta,8590,Environment
GCA_900171775.1_17870_6_15_genomic.fasta,5086,Animal
GCA_036952265.1_ASM3695226v1_genomic.fasta,484,Animal
GCA_028655015.1_ASM2865501v1_genomic.fasta,4554,Human
GCA_030913045.1_ASM3091304v1_genomic.fasta,9324,Human
GCA_900559405.1_9776_8_80_genomic.fasta,1854,Human
GCA_021879955.1_PDT001196544.1_genomic.fasta,546,Food
GCA_040795565.1_ASM4079556v1_genomic.fasta,7626,Human
GCA_034865205.1_ASM3486520v1_genomic.fasta,9139,Animal
GCA_023980125.1_PDT001347471.1_genomic.fasta,4925,Animal
GCA_022790285.1_ASM2279028v1_genomic.fasta,317,Environment
GCA_019678005.1_ASM1967800v1_genomic.fasta,8435,Animal
GCA_016643705.1_ASM1664370v1_genomic.fasta,4367,Human
GCA_032156225.1_PDT001902799.1_genomic.fasta,6782,Human
GCA_022183165.1_PDT000723943.1_genomic.fasta,8717,Environment
GCA_900505835.1_19084_4_44_genomic.fasta,9134,Human
GCA_031176015.1_PDT001873473.1_genomic.fasta,8192,Human
GCA_013407965.1_ASM1340796v1_genomic.fasta,4837,Environment
GCA_024490855.1_PDT001373272.1_genomic.fasta,5953,Human
GCA_034863505.1_ASM3486350v1_genomic.fasta,1531,Animal
GCA_021938855.1_PDT001071351.1_genomic.fasta,5922,Human
GCA_023980585.1_PDT001347433.1_genomic.fasta,8359,Animal
GCA_022111855.1_PDT001244385.1_genomic.fasta,7046,Human
GCA_022180765.1_PDT000736013.1_genomic.fasta,3704,Environment
GCA_022201465.1_PDT000706611.1_genomic.fasta,9132,Animal
GCA_022169065.1_PDT000849122.1_genomic.fasta,2580,Human
GCA_021878935.1_PDT001196792.1_genomic.fasta,6419,Human
GCA_002211665.1_ASM221166v1_genomic.fasta,7745,Environment
GCA_021866415.1_PDT001207371.1_genomic.fasta,5667,Animal
GCA_018438745.1_ASM1843874v1_genomic.fasta,3791,Human
GCA_017597055.1_ASM1759705v1_genomic.fasta,4188,Animal
GCA_033122505.1_PDT001958221.1_genomic.fasta,1505,Animal
GCA_034864785.1_ASM3486478v1_genomic.fasta,2758,Animal
GCA_905330725.2_AI2929v1_cpp_genomic.fasta,4306,Human
GCA_905330165.2_AI2844v1_cpp_genomic.fasta,2751,Human
GCA_034865725.1_ASM3486572v1_genomic.fasta,5877,Animal
GCA_030910065.1_ASM3091006v1_genomic.fasta,1304,Human
GCA_032130035.1_PDT001903335.1_genomic.fasta,8570,Human
GCA_019679295.1_ASM1967929v1_genomic.fasta,9129,Animal
GCA_947572915.1_NRZ-78829_genomic.fasta,1456,Human
GCA_022183385.1_PDT000723876.1_genomic.fasta,8672,Animal
GCA_030162875.1_ASM3016287v1_genomic.fasta,1616,Human
GCA_004179525.1_ASM417952v1_genomic.fasta,9111,Human
GCA_034864685.1_ASM3486468v1_genomic.fasta,5987,Animal
GCA_025043895.1_PDT001385191.1_genomic.fasta,5403,Animal
GCA_956465305.1_11_P1_22_genomic.fasta,8761,Animal
GCA_024738565.1_PDT001347487.1_genomic.fasta,657,Animal
GCA_027152405.1_ASM2715240v1_genomic.fasta,4848,Human
GCA_956456875.1_16_P2_17_genomic.fasta,7772,Animal
GCA_949554055.1_16_P2_28_genomic.fasta,2319,Animal
GCA_900510865.1_17870_3_38_genomic.fasta,413,Human
GCA_900504125.1_19084_3_149_genomic.fasta,2042,Human
GCA_023980085.1_PDT001347478.1_genomic.fasta,9108,Animal
GCA_031181505.1_PDT001873358.1_genomic.fasta,3657,Human
GCA_022320325.1_PDT000537774.1_genomic.fasta,5835,Animal
GCA_017597405.1_ASM1759740v1_genomic.fasta,2362,Animal
GCA_032076405.1_PDT001904951.1_genomic.fasta,9156,Human
GCA_025043875.1_PDT001385189.1_genomic.fasta,2087,Animal
GCA_021919605.1_PDT001092240.1_genomic.fasta,3160,Human
GCA_024224875.1_ASM2422487v1_genomic.fasta,500,Animal
GCA_009710355.1_ASM971035v1_genomic.fasta,927,Environment
GCA_019453175.1_ASM1945317v1_genomic.fasta,7623,Human
GCA_905323025.2_AI2630v1_cpp_genomic.fasta,2346,Human
GCA_034493045.1_ASM3449304v1_genomic.fasta,4032,Human
GCA_020525905.1_ASM2052590v1_genomic.fasta,3425,Environment
GCA_036950145.1_ASM3695014v1_genomic.fasta,6886,Animal
GCA_900560015.1_9221_7_32_genomic.fasta,1955,Human
GCA_021938595.1_PDT001071454.1_genomic.fasta,3517,Human
GCA_026240455.1_ASM2624045v1_genomic.fasta,4178,Animal
GCA_021922965.1_PDT001092029.1_genomic.fasta,5772,Human
GCA_022789405.1_ASM2278940v1_genomic.fasta,6090,Environment
GCA_905330315.2_AI2863v1_cpp_genomic.fasta,4007,Human
GCA_026321215.1_PDT001495199.1_genomic.fasta,1830,Human
GCA_003186725.1_ASM318672v1_genomic.fasta,3302,Human
GCA_024491935.1_PDT001373316.1_genomic.fasta,6016,Human
GCA_032597235.1_ASM3259723v1_genomic.fasta,128,Human
GCA_019677485.1_ASM1967748v1_genomic.fasta,795,Animal
GCA_021972635.1_PDT001013385.1_genomic.fasta,306,Human
GCA_023529055.1_PDT001313868.1_genomic.fasta,2900,Animal
GCA_032046115.1_PDT001903439.1_genomic.fasta,9000,Human
GCA_031176355.1_PDT001873452.1_genomic.fasta,8150,Human
GCA_034865485.1_ASM3486548v1_genomic.fasta,2765,Animal
GCA_036951145.1_ASM3695114v1_genomic.fasta,5397,Animal
GCA_023979865.1_PDT001347490.1_genomic.fasta,8444,Animal
GCA_900514835.1_18174_6_25_genomic.fasta,8413,Human
GCA_026240475.1_ASM2624047v1_genomic.fasta,5213,Animal
GCA_036950525.1_ASM3695052v1_genomic.fasta,9124,Animal
GCA_022790305.1_ASM2279030v1_genomic.fasta,523,Environment
GCA_036952305.1_ASM3695230v1_genomic.fasta,4786,Animal
GCA_034864965.1_ASM3486496v1_genomic.fasta,2684,Animal
GCA_033122765.1_PDT001958057.1_genomic.fasta,8816,Human
GCA_021880155.1_PDT001196535.1_genomic.fasta,8479,Food
GCA_037201105.1_ASM3720110v1_genomic.fasta,5591,Food
GCA_032076005.1_PDT001904965.1_genomic.fasta,2578,Human
GCA_003583115.1_ASM358311v1_genomic.fasta,3682,Environment
GCA_032155765.1_PDT001902827.1_genomic.fasta,1048,Human
GCA_900514245.1_18174_6_102_genomic.fasta,2035,Human
GCA_022116425.1_PDT001244245.1_genomic.fasta,535,Human
GCA_027948905.1_PDT001580487.1_genomic.fasta,5635,Human
GCA_002759035.1_ASM275903v1_genomic.fasta,8189,Human
GCA_019678085.1_ASM1967808v1_genomic.fasta,159,Animal
GCA_022102655.1_PDT001243616.1_genomic.fasta,1701,Human
GCA_022182885.1_PDT000724039.1_genomic.fasta,4340,Animal
GCA_956465655.1_21_P3_8B_genomic.fasta,4194,Animal
GCA_035829395.1_ASM3582939v1_genomic.fasta,8431,Animal
GCA_033123645.1_PDT001958008.1_genomic.fasta,2599,Animal
GCA_022202725.1_PDT000674746.1_genomic.fasta,2563,Animal
GCA_035831455.1_ASM3583145v1_genomic.fasta,5959,Animal
GCA_021857185.1_PDT001209160.1_genomic.fasta,3421,Environment
GCA_022182845.1_PDT000724012.1_genomic.fasta,1342,Animal
GCA_021856865.1_PDT001209222.1_genomic.fasta,9219,Environment
GCA_022238285.1_PDT000441672.1_genomic.fasta,8641,Human
GCA_034864105.1_ASM3486410v1_genomic.fasta,3371,Animal
GCA_019677465.1_ASM1967746v1_genomic.fasta,6062,Animal
GCA_022790265.1_ASM2279026v1_genomic.fasta,435,Environment
GCA_021865615.1_PDT001207410.1_genomic.fasta,5245,Food
GCA_014104305.1_ASM1410430v1_genomic.fasta,1055,Environment
GCA_022201005.1_PDT000685561.1_genomic.fasta,9080,Environment
GCA_022502925.1_PDT001261507.1_genomic.fasta,4167,Animal
GCA_024398905.1_ASM2439890v1_genomic.fasta,5079,Environment
GCA_947251885.1_ERR4304450_3136_3150_bin.93_MetaWRAP_v1.1_MAG_genomic.fasta,2531,Animal
GCA_013730675.1_ASM1373067v1_genomic.fasta,6049,Environment
GCA_034863945.1_ASM3486394v1_genomic.fasta,8367,Animal
GCA_021929475.1_PDT001091638.1_genomic.fasta,6847,Human
GCA_926277625.1_74437_genomic.fasta,7184,Human
GCA_014104245.1_ASM1410424v1_genomic.fasta,1056,Environment
GCA_034864285.1_ASM3486428v1_genomic.fasta,5984,Animal
GCA_022199585.1_PDT000708283.1_genomic.fasta,8610,Animal
GCA_022789015.1_ASM2278901v1_genomic.fasta,5120,Environment
GCA_032067525.1_PDT001905125.1_genomic.fasta,2915,Human
GCA_037784215.1_ASM3778421v1_genomic.fasta,4530,Human
GCA_034865265.1_ASM3486526v1_genomic.fasta,2754,Animal
GCA_023981175.1_PDT001347408.1_genomic.fasta,3047,Animal
GCA_021922065.1_PDT001092063.1_genomic.fasta,8498,Human
GCA_022203225.1_PDT000674714.1_genomic.fasta,2445,Environment
GCA_021880075.1_PDT001196538.1_genomic.fasta,1305,Food
GCA_022202105.1_PDT000685530.1_genomic.fasta,5616,Animal
GCA_032131335.1_PDT001903270.1_genomic.fasta,415,Human
GCA_900560085.1_9664_8_11_genomic.fasta,6511,Human
GCA_023275645.1_ASM2327564v1_genomic.fasta,7334,Human
GCA_021980355.1_PDT001010402.1_genomic.fasta,8690,Animal
GCA_023961215.1_PDT001347474.1_genomic.fasta,1414,Animal
GCA_022199005.1_PDT000708363.1_genomic.fasta,2538,Animal
GCA_019426565.1_ASM1942656v1_genomic.fasta,2562,Animal
GCA_022528165.1_PDT001260373.1_genomic.fasta,1042,Environment
GCA_019679005.1_ASM1967900v1_genomic.fasta,9240,Animal
GCA_023980645.1_PDT001347429.1_genomic.fasta,1053,Animal
GCA_035008365.1_ASM3500836v1_genomic.fasta,3182,Environment
GCA_025043915.1_PDT001385188.1_genomic.fasta,2358,Animal
GCA_022789825.1_ASM2278982v1_genomic.fasta,8592,Environment
GCA_022533125.1_PDT001259908.1_genomic.fasta,3403,Environment
GCA_034864325.1_ASM3486432v1_genomic.fasta,4796,Animal
GCA_017597125.1_ASM1759712v1_genomic.fasta,2135,Animal
GCA_021866075.1_PDT001207388.1_genomic.fasta,9153,Animal
GCA_022184865.1_PDT000716793.1_genomic.fasta,9200,Animal
GCA_023652995.1_ASM2365299v1_genomic.fasta,4295,Animal
GCA_013134255.1_ASM1313425v1_genomic.fasta,8156,Human
GCA_021925985.1_PDT001091857.1_genomic.fasta,3353,Human
GCA_022789945.1_ASM2278994v1_genomic.fasta,3708,Environment
GCA_900171735.1_16404_3_34_genomic.fasta,5920,Environment
GCA_036951025.1_ASM3695102v1_genomic.fasta,5274,Animal
GCA_021866595.1_PDT001207363.1_genomic.fasta,705,Animal
GCA_032137635.1_PDT001902992.1_genomic.fasta,1602,Human
GCA_022191585.1_PDT000715308.1_genomic.fasta,104,Human
GCA_013408505.1_ASM1340850v1_genomic.fasta,4840,Environment
GCA_021866615.1_PDT001207296.1_genomic.fasta,5585,Food
GCA_026528555.1_PDT001504979.1_genomic.fasta,6836,Animal
GCA_022147725.1_PDT001245142.1_genomic.fasta,504,Human
GCA_013134765.1_ASM1313476v1_genomic.fasta,7975,Human
GCA_026529445.1_PDT001504887.1_genomic.fasta,6960,Human
GCA_022167585.1_PDT000849208.1_genomic.fasta,2457,Human
GCA_035829735.1_ASM3582973v1_genomic.fasta,3058,Animal
GCA_009710605.1_ASM971060v1_genomic.fasta,6210,Environment
GCA_023982195.1_PDT001347337.1_genomic.fasta,6919,Human
GCA_902704715.1_Kpngiani7132619_genomic.fasta,2101,Human
GCA_009877385.1_ASM987738v1_genomic.fasta,7585,Human
GCA_905322495.2_AI2621v1_cpp_genomic.fasta,218,Human
GCA_033085635.1_PDT001954490.1_genomic.fasta,1065,Human
GCA_022332225.1_PDT000537778.1_genomic.fasta,8879,Animal
GCA_008120205.1_ASM812020v1_genomic.fasta,5077,Human
GCA_022790065.1_ASM2279006v1_genomic.fasta,3063,Environment
GCA_017975735.1_ASM1797573v1_genomic.fasta,4279,Human
GCA_022182705.1_PDT000724060.1_genomic.fasta,3567,Environment
GCA_022199025.1_PDT000708354.1_genomic.fasta,6524,Environment
GCA_021801435.1_PDT001227381.1_genomic.fasta,2128,Human
GCA_036687435.1_B20154_genomic.fasta,5577,Environment
GCA_026271235.1_PDT001490775.1_genomic.fasta,6858,Human
GCA_032153535.1_PDT001902909.1_genomic.fasta,5836,Human
GCA_021856525.1_PDT001209272.1_genomic.fasta,6096,Animal
GCA_016135875.1_ASM1613587v1_genomic.fasta,848,Human
GCA_021866675.1_PDT001207293.1_genomic.fasta,8942,Food
GCA_021866455.1_PDT001207370.1_genomic.fasta,5845,Animal
GCA_027949065.1_PDT001580453.1_genomic.fasta,2679,Human
GCA_900085945.1_12082_2_14_genomic.fasta,1700,Human
GCA_022184105.1_PDT000723782.1_genomic.fasta,5108,Environment
GCA_031179855.1_PDT001873396.1_genomic.fasta,3373,Human
GCA_021865515.1_PDT001207415.1_genomic.fasta,3392,Food
